DocNumber;ProductDesignation
0110002302018;SWEET SOUR CHICKEN
0110002302018;EGG FRIED RICE
0110002302018;PETRITIS KYPEROUNDA
0110002312018;SPRING ROLL
0110002312018;SESAME PRAWNS
0110002312018;PORK BBS
0110002312018;SWEET SOUR CHICKEN
0110002312018;EGG FRIED RICE
0110002312018;MINERAL WATER 1.5LT
0110002312018;PERRIER
0110002312018;GLASS WHITE WINE
0110002312018;NOODLES WITH MEAT
0110002322018;DRAGON MAKI
0110002322018;SAMOSA
0110002322018;BEEF PEPPER SAUCE
0110002322018;EGG FRIED RICE
0110002322018;KEO
0110002332018;SPRING ROLL
0110002332018;1/4 DUCK
0110002332018;BABY PORK
0110002332018;BEEF BBS
0110002332018;EGG FRIED RICE
0110002332018;MINERAL WATER 1.5LT
0110002332018;DIET 7UP
0110002332018;AG. ANDRONIKOS 37.5CL WHITE
0110002332018;DIET 7UP
0110002332018;SORBET
0110002332018;ICE CREAM
0110002342018;PRAWN PURI
0110002342018;DUO TANDOORI FLOWERS
0110002342018;CHICKEN KALIMIRCH TIKKA
0110002342018;CHICK TIKKA MASALA
0110002342018;CHICKEN VINDALOO
0110002342018;FOOD
0110002342018;JIRA PULAO
0110002342018;NAAN
0110002342018;COKE ZERO
0110002342018;MINERAL WATER 1.5LT
0110002342018;1/4 DUCK
0110002352018;1/4 DUCK
0110002352018;FRIED SHREDDED BEEF
0110002352018;BEEF OYSTER SAUCE
0110002352018;SWEET SOUR CHICKEN
0110002352018;PORK WITH GINGER
0110002352018;EGG FRIED RICE
0110002352018;MINERAL WATER 1.5LT
0110002352018;SANDORINI BOUTARI
0110002362018;SALMON SASHIMI
0110002362018;MIXED PLATTER SUSHI
0110002362018;SPRING ROLL
0110002362018;1/4 DUCK
0110002362018;SAKE 12CL
0110002362018;MIXED PLATTER SUSHI
0110002362018;CHICKEN VINDALOO
0110002362018;PRAWNS OYSTER SAUCE
0110002362018;EGG FRIED RICE
0110002372018;SAMOSA
0110002372018;1/2 DUCK
0110002372018;SWEET SOUR CHICKEN
0110002372018;BEEF OYSTER SAUCE
0110002372018;EGG FRIED RICE
0110002372018;CHICK TIKKA BHUNA
0110002372018;NAAN
0110002372018;MINERAL WATER 1.5LT
0110002382018;SESAME PRAWNS
0110002382018;1/4 DUCK
0110002382018;FORTUNE PORK
0110002382018;EGG FRIED RICE
0110002382018;MINERAL WATER 1.5LT
0110002392018;SPRING ROLL
0110002392018;1/4 DUCK
0110002392018;COKE ZERO
0110002402018;1/4 DUCK
0110002402018;STEAMED RICE
0110002402018;BEEF BBS
0110002402018;BABY PORK
0110002402018;SWEET SOUR PORK
0110002402018;LAMB ROGAN JOSH
0110002402018;JIRA PULAO
0110002402018;NAAN
0110002402018;MINERAL WATER 1.5LT
0110002402018;FANTA
0110002402018;NAAN
0110002402018;GLASS WHITE WINE
0110002402018;TOFFEE BANANA COMPLEMENTARY
0110002412018;TEMPURA MAKI
0110002412018;1/6 DUCK
0110002412018;CHICKEN CASHEW NUTS
0110002412018;BEEF OYSTER SAUCE
0110002412018;EGG FRIED RICE
0110002412018;MINERAL WATER 1.5LT
0110002412018;GLASS WHITE WINE
0110002412018;SODA
0110002412018;SODA
0110002422018;SESAME PRAWNS
0110002422018;1/2 DUCK
0110002422018;BEEF WITH GINGER
0110002422018;SWEET SOUR CHICKEN
0110002422018;EGG FRIED RICE
0110002422018;NOODLES WITH MEAT
0110002422018; NO MEAT
0110002422018;MINERAL WATER 1.5LT
0110002422018;MINERAL WATER 1.5LT
0110002422018;GLASS WHITE WINE
0110002422018;COKE ZERO
0110002422018;COKE ZERO
0110002422018;TOFFEE BANANA COMPLEMENTARY
0110002432018;SESAME PRAWNS
0110002432018;1/6 DUCK
0110002432018;CHICKEN MIXED VEGETABLES
0110002432018;BEEF OYSTER SAUCE
0110002432018;EGG FRIED RICE
0110002432018;NOODLES WITH MEAT
0110002432018; NO MEAT
0110002432018;MINERAL WATER 1.5LT
0110002432018;TOFFEE BANANA COMPLEMENTARY
0110002432018;MINERAL WATER 1.5LT
0120000312018;TANDOORI TRILOGY
0120000312018;SWEET SOUR CHICKEN
0120000312018;EGG FRIED RICE
0120000312018;MINERAL WATER 1.5LT
0120000312018;CHICK TIKKA MASALA
0120000322018;FOOD
0110002442018;FOOD
0110002452018;HOT AND SOUR SOUP
0110002452018;SPRING ROLL
0110002452018;SESAME PRAWNS
0110002452018;CHICKEN SATAY
0110002452018;SWEET SOUR PRAWNS
0110002452018;NOODLES WITH MEAT
0110002452018; NO MEAT
0110002452018;CHICKEN MIXED VEGETABLES
0110002452018;BEEF BBS
0110002452018;STEAMED RICE
0110002452018;CHICK TIKKA MASALA
0110002452018;SPIRITS 5CL
0110002452018;SPIRITS 5CL
0110002452018;PERRIER
0110002452018;ENGLISH TEA
0110002452018;SPIRITS 5CL
0110002462018;SALT PEPPER PRAWNS
0110002462018;1/6 DUCK
0110002462018;SPRING ROLL
0110002462018;CHICKEN SATAY
0110002462018;ALOO PALAK
0110002462018;JIRA PULAO
0110002462018;LEMON CHICKEN
0110002462018;NAAN
0110002462018;NAAN
0110002462018;PRAWNS WITH GINGER
0110002462018;MINERAL WATER 1.5LT
0110002462018;PERRIER
0110002462018;SPRING ROLL
0110002462018;TOFFEE APPLE ICECREAM
0110002462018;ESPRESSO
0110002472018;SWEET SOUR PRAWNS
0110002472018;MIXED PLATTER SUSHI
0110002472018;GLASS WHITE WINE
0110002472018;MINERAL WATER 1.5LT
0110002482018;MIXED PLATTER SUSHI
0110002482018;1/6 DUCK
0110002482018;LEMON CHICKEN
0110002482018;SWEET SOUR PORK
0110002482018;EGG FRIED RICE
0110002482018;MINERAL WATER 1.5LT
0110002482018;AGIOS OUNOFRIOS RED
0110002492018;SESAME PRAWNS
0110002492018;TEMPURA MAKI
0110002492018;1/6 DUCK
0110002492018;EGG FRIED RICE
0110002492018;SWEET SOUR CHICKEN
0110002492018;MINERAL WATER 1.5LT
0110002502018;FRIED SHREDDED BEEF
0110002502018;CHICKEN TIKKA
0110002502018;TANDOORI CHICK 1/2
0110002502018;EGG FRIED RICE
0110002502018;PORK BBS
0110002502018;JIRA PULAO
0110002502018;NAAN
0110002502018;MINERAL WATER 1.5LT
0110002502018;AGIOS OUNOFRIOS RED
0110002502018;COKE ZERO
0110002512018;SPRING ROLL
0110002512018;STEAMED RICE
0110002512018;SWEET SOUR PRAWNS
0110002512018;SWEET SOUR CHICKEN
0110002512018;COKE
0110002522018;TANDOORI CHICK WHOLE
0110002522018;TANDOORI TILL JHEENGA
0110002522018;LAMB ROGAN JOSH
0110002522018;ALOO BAINGAN
0110002522018;KADHAI BHINDI
0110002522018;JIRA PULAO
0110002522018;NAAN
0110002522018;BIBLIA CHORA RED
0110002522018;MINERAL WATER 1.5LT
0110002522018;MINERAL WATER 1.5LT
0110002522018;COFFEE COMPLIMENTARY
0110002532018;SPRING ROLL
0110002532018;BUFFET SUSHI
0110002532018;KEO
0110002532018;MINERAL WATER 1.5LT
0110002532018;COKE ZERO
0110002532018;COKE
0110002532018;SWEET SOUR CHICKEN
0110002532018;EGG FRIED RICE
0110002532018;TIN JIAN STYLE CHICKEN
0110002532018;NOODLES BEAN SPROUTS
0110002532018;KEO
0110002532018;SODA
0110002532018;KEO
0110002542018;PRAWN PURI
0110002542018;MALAI MANGO CHICK
0110002542018;NAAN
0110002542018;PERRIER
0110002542018;PERRIER
0110002552018;LEVANDA ROSE
0110002552018;MINERAL WATER 1.5LT
0110002552018;TEMPURA MAKI
0110002552018;VOLCANO MAKI
0110002552018;SWEET SOUR PORK
0110002552018;SWEET SOUR PRAWNS
0110002552018;EGG FRIED RICE
0110002562018;MINERAL WATER 1.5LT
0110002562018;KEO
0110002562018;GLASS WHITE WINE
0110002562018;GLASS WINE ROSE
0110002562018;PERRIER
0110002562018;SESAME PRAWNS
0110002562018;SAMOSA
0110002562018;1/6 DUCK
0110002562018;DUO TANDOORI FLOWERS
0110002562018;FOOD
0110002562018;SWEET SOUR PORK
0110002562018;LAMB ROGAN JOSH
0110002562018;JIRA PULAO
0110002562018;CHICK TIKKA BHUNA
0110002562018;CHICKEN TIKKA
0110002562018;NAAN
0110002562018;MINERAL WATER 1.5LT
0110002562018;COFFEE COMPLIMENTARY
0110002572018;AYIOKILIMA WHITE
0110002572018;SPRING ROLL
0110002572018;MINERAL WATER 1.5LT
0110002572018;COKE ZERO
0110002572018;SESAME PRAWNS
0110002572018;AVOCADO MAKI
0110002572018;1/2 DUCK
0110002572018;ALOO PALAK
0110002572018;SWEET SOUR CHICKEN
0110002572018;BEEF BBS
0110002572018;BABY PORK
0110002572018;EGG FRIED RICE
0110002572018;AYIOKILIMA WHITE
0110002582018;MINERAL WATER 1.5LT
0110002582018;SESAME PRAWNS
0110002582018;FRIED SHREDDED BEEF
0110002582018;TEMPURA MAKI
0110002582018;BOUTARI MOSCHOFILERO WHITE
0110002582018;CHICKEN CASHEW NUTS
0110002582018;LEMON CHICKEN
0110002582018;BEEF PEPPER SAUCE
0110002582018;EGG FRIED RICE
0110002582018;NOODLES WITH MEAT
0110002592018;1/4 DUCK
0110002592018;BUTTER CHICKEN
0110002592018;CHICK KORMA KASHMIRI
0110002592018;CHICK TIKKA MASALA
0110002592018;CHICK TIKKA BHUNA
0110002592018;JIRA PULAO
0110002592018;SWEET SOUR CHICKEN
0110002592018;EGG FRIED RICE
0110002592018;BEEF BBS
0110002592018;MINERAL WATER 1.5LT
0110002592018;WHISKY PREMIUM 5CL
0110002592018;CHINESE BEER 33CL
0110002592018;NAAN
0110002592018;COKE ZERO
0110002592018;COKE ZERO
0110002592018;COKE
0110002592018;WHISKY PREMIUM 5CL
0110002602018;SESAME PRAWNS
0110002602018;TEMPURA MAKI
0110002602018;EGG FRIED RICE
0110002602018;SWEET SOUR PRAWNS
0110002602018;BEEF BBS
0110002602018;MINERAL WATER 1.5LT
0110002602018;COKE ZERO
0110002612018;FRIED SHREDDED BEEF
0110002612018;SALT PEPPER PRAWNS
0110002612018;SALT PEPPER SQUID
0110002612018;1/2 DUCK
0110002612018;CHICKEN MIXED VEGETABLES
0110002612018;PRAWNS OYSTER SAUCE
0110002612018;NOODLES BEAN SPROUTS
0110002612018;EGG FRIED RICE
0110002612018;FORTUNE PORK
0110002612018;MINERAL WATER 1.5LT
0110002612018;PETRITIS KYPEROUNDA
0110002612018;PETRITIS KYPEROUNDA
0110002612018;COKE
0110002612018;TOFFEE BANANA COMPLEMENTARY
0110002622018;1/4 DUCK
0110002622018;CHICK TIKKA MASALA
0110002622018;NAAN
0110002622018;JIRA PULAO
0110002622018;SWEET SOUR CHICKEN
0110002622018;GLASS RED WINE
0110002622018;COKE ZERO
0110002622018;FANTA
0110002622018;TOFFEE BANANA COMPLEMENTARY
0110002632018;SPRING ROLL
0110002632018;1/4 DUCK
0110002632018;SWEET SOUR CHICKEN
0110002632018;BEEF BBS
0110002632018;BABY PORK
0110002632018;EGG FRIED RICE
0110002632018;STEAMED RICE
0110002632018;MINERAL WATER 1.5LT
0110002632018;CHATEAU LAZARIDES RED
0110002632018;TOFFEE BANANA COMPLEMENTARY
0110002632018;COFFEE COMPLIMENTARY
0110002642018;SAMOSA
0110002642018;SESAME PRAWNS
0110002642018;SWEET SOUR CHICKEN
0110002642018;CHICK KORMA KASHMIRI
0110002642018;MALAI MANGO CHICK
0110002642018;EGG FRIED RICE
0110002642018;PESHWARI NAAN
0110002642018;COKE ZERO
0110002642018;MINERAL WATER 1.5LT
0110002642018;TOFFEE BANANA COMPLEMENTARY
0110002652018;SPRING ROLL
0110002652018;SALT PEPPER PRAWNS
0110002652018;EGG FRIED RICE
0110002652018;EGG FRIED RICE
0110002652018;SWEET SOUR CHICKEN
0110002652018;BEEF BBS
0110002652018;PORK WITH GINGER
0110002652018;CHICKEN OYSTER SAUCE
0110002652018;NOODLES WITH MEAT
0110002652018; NO MEAT
0110002652018;COKE ZERO
0110002652018;DIET 7UP
0110002652018;DIET COKE
0110002652018;MINERAL WATER 1.5LT
0110002652018;GLASS WHITE WINE
0110002652018;COKE ZERO
0110002652018;TOFFEE BANANA COMPLEMENTARY
0110002662018;SESAME PRAWNS
0110002662018;SALT PEPPER PRAWNS
0110002662018;1/4 DUCK
0110002662018;SWEET SOUR PORK
0110002662018;BEEF PEPPER SAUCE
0110002662018;EGG FRIED RICE
0110002662018;NOODLES BEAN SPROUTS
0110002662018;MINERAL WATER 1.5LT
0110002662018;BOUTARI MOSCHOFILERO WHITE
0110002662018;BOUTARI MOSCHOFILERO WHITE
0110002662018;COFFEE COMPLIMENTARY
0110002672018;BUFFET SUSHI
0110002672018;PERRIER
0110002682018;BUFFET SUSHI
0110002682018;FOOD
0110002682018;MINERAL WATER 1.5LT
0110002682018;IMPORTED BEER 33CL
0110002682018;NOODLES BEAN SPROUTS
0110002692018;BUFFET SUSHI
0110002692018;MINERAL WATER 1.5LT
0110002692018;COKE
0110002702018;BUFFET SUSHI
0110002702018;SAKE 12CL
0110002712018;BUFFET SUSHI
0110002712018;MINERAL WATER 1.5LT
0110002712018;GLASS RED WINE
0110002722018;MINERAL WATER 1.5LT
0110002722018;COKE ZERO
0110002722018;SPRING ROLL
0110002722018;1/6 DUCK
0110002722018;STEAMED RICE
0110002722018;CHICKEN BBS
0110002722018;NOODLES WITH MEAT
0110002722018; NO MEAT
0110002732018;MINERAL WATER 1.5LT
0110002732018;BUFFET SUSHI
0110002742018;BUFFET SUSHI
0110002742018;MINERAL WATER 1.5LT
0110002742018;COKE
0110002742018;COKE ZERO
0110002742018;TOFFEE BANANA COMPLEMENTARY
0110002752018;BUFFET SUSHI
0110002752018;COKE ZERO
0110002752018;MINERAL WATER 1.5LT
0110002762018;BUFFET SUSHI
0110002762018;MINERAL WATER 1.5LT
0110002772018;1/6 DUCK
0110002772018;LEMON CHICKEN
0110002772018;PORK BBS
0110002772018;SHRIMP FRIED RICE
0110002772018;GLASS WHITE WINE
0110002772018;MINERAL WATER 1.5LT
0110002782018;BUFFET SUSHI
0110002782018;MINERAL WATER 1.5LT
0110002782018;MINERAL WATER 1.5LT
0110002782018;TOFFEE BANANA COMPLEMENTARY
0110002792018;ALOO BAINGAN
0110002792018;PESHWARI NAAN
0110002792018;AVOCADO MAKI
0110002792018;BUFFET SUSHI
0110002792018;MINERAL WATER 1.5LT
0110002792018;GLASS WHITE WINE
0110002792018;CUCUMBER MAKI
0110002802018;MINERAL WATER 1.5LT
0110002802018;MAKKAS ROSE
0110002802018;KEO
0110002802018;KEO
0110002802018;BUFFET SUSHI
0110002812018;BUFFET SUSHI
0110002812018;MINERAL WATER 1.5LT
0110002812018;AYIOS ANDRONIKOS XYNISTERI
0110002812018;TOFFEE BANANA COMPLEMENTARY
0110002822018;BUFFET SUSHI
0110002822018;MINERAL WATER 1.5LT
0110002822018;BIBLIA CHORA WHITE
0110002832018;WHISKY 5CL
0110002832018;FAMOUS
0110002832018;SPIRITS 5CL
0110002832018;MINERAL WATER 1.5LT
0110002832018;BUFFET SUSHI
0110002832018;COKE
0110002832018;BOUTARI MOSCHOFILERO WHITE
0110002832018;WHISKY 5CL
0110002832018;FAMOUS
0110002832018;SPIRITS 5CL
0110002832018;TOFFEE BANANA COMPLEMENTARY
0110002832018;TOFFEE BANANA COMPLEMENTARY
0110002842018;BUFFET SUSHI
0110002842018;MINERAL WATER 1.5LT
0110002852018;BUFFET SUSHI
0110002852018;GLASS WHITE WINE
0110002852018;MINERAL WATER 1.5LT
0110002852018;TOFFEE BANANA COMPLEMENTARY
0110002862018;BUFFET SUSHI
0110002862018;BIBLIA CHORA ROSE
0110002862018;MINERAL WATER 1.5LT
0110002862018;TOFFEE BANANA COMPLEMENTARY
0110002872018;BUFFET SUSHI
0110002872018;MINERAL WATER 1.5LT
0110002872018;GLASS RED WINE
0110002872018;TOFFEE BANANA COMPLEMENTARY
0110002882018;BUFFET SUSHI
0110002882018;PETRITIS KYPEROUNDA
0110002882018;MINERAL WATER 1.5LT
0110002882018;TOFFEE BANANA COMPLEMENTARY
0110002892018;BUFFET SUSHI
0110002892018;MINERAL WATER 1.5LT
0110002892018;KEO
0110002892018;TOFFEE BANANA COMPLEMENTARY
0110002902018;MINERAL WATER 1.5LT
0110002902018;PERSEFONI KOLIOS WHITE
0110002902018;BUFFET SUSHI
0110002902018;MINERAL WATER 1.5LT
0110002912018;BUFFET SUSHI
0110002912018;MINERAL WATER 1.5LT
0110002912018;TOFFEE BANANA COMPLEMENTARY
0110002912018;TOFFEE BANANA COMPLEMENTARY
0110002922018;BUFFET SUSHI
0110002922018;COKE
0110002922018;7UP
0110002922018;MALAGOUZIA BOUTARI
0110002922018;MINERAL WATER 1.5LT
0110002922018;7UP
0110002922018;TOFFEE BANANA COMPLEMENTARY
0110002932018;BUFFET SUSHI
0110002932018;MINERAL WATER 1.5LT
0110002932018;TOFFEE BANANA COMPLEMENTARY
0110002942018;MINERAL WATER 1.5LT
0110002942018;PERRIER
0110002942018;GLASS WHITE WINE
0110002942018;KEO
0110002942018;GLASS WINE ROSE
0110002942018;GLASS RED WINE
0110002942018;FANTA
0110002942018;DIET COKE
0110002942018;GLASS WHITE WINE
0110002942018;GLASS WHITE WINE
0110002942018;GLASS WINE ROSE
0110002942018;TOFFEE BANANA COMPLEMENTARY
0110002942018;MINERAL WATER 1.5LT
0110002942018;MINERAL WATER 1.5LT
0110002942018;BUFFET SUSHI
0110002952018;BUFFET SUSHI
0110002962018;BUFFET SUSHI
0110002962018;LEVANDA ROSE
0110002962018;KEO
0110002962018;MINERAL WATER 1.5LT
0110002962018;KEO
0110002962018;TOFFEE BANANA COMPLEMENTARY
0120000332018;BUFFET SUSHI
0120000332018;BUTTER CHICKEN
0120000332018;CHICK TIKKA MASALA
0120000332018;JIRA PULAO
0120000332018;NAAN
0120000332018;VELOUDO RED
0120000332018;7UP
0120000332018;MINERAL WATER 1.5LT
0120000332018;TOFFEE BANANA COMPLEMENTARY
0120000332018;LYCHEES COMPLIMENTARY
0120000342018;SPRING ROLL
0120000342018;SALT PEPPER PRAWNS
0120000342018;SEAWEED
0120000342018;1/4 DUCK
0120000342018;SWEET SOUR CHICKEN
0120000342018;EGG FRIED RICE
0120000342018;BEEF BBS
0120000342018;BEEF OYSTER SAUCE
0120000342018;MINERAL WATER 1.5LT
0120000342018;COKE
0120000342018;MINERAL WATER 1.5LT
0110002972018;CALIFORNIA MAKI
0110002972018;TEMPURA MAKI
0110002972018;VOLCANO MAKI
0110002972018;SPRING ROLL
0110002972018;SESAME PRAWNS
0110002972018;SALT PEPPER SQUID
0110002972018;TANDOORI TILL JHEENGA
0110002972018;1/2 DUCK
0110002972018;BEEF BBS
0110002972018;SWEET SOUR CHICKEN
0110002972018;BABY PORK
0110002972018;NOODLES BEAN SPROUTS
0110002972018;CHICK TIKKA MASALA
0110002972018;STEAMED RICE
0110002972018;EGG FRIED RICE
0110002972018;JIRA PULAO
0110002972018;NAAN
0110002972018;COKE
0110002972018;COKE
0110002972018;COKE ZERO
0110002972018;PERRIER
0110002972018;KYPEROUNDAS CHARDONNAY
0110002972018;MINERAL WATER 1.5LT
0110002972018;COKE
0110002972018;COKE
0110002972018;PERRIER
0110002972018;LYCHEES
0110002972018;TOFFEE APPLE ICECREAM
0110002972018;TOFFEE BANANA ICECREAM
0110002972018;CYPRUS COFFEE
0110002972018;CYPRUS COFFEE
0110002972018;NESCAFE
0110002982018;BUTTER CHICKEN
0110002982018;JIRA PULAO
0110002982018;NAAN
0110002982018;MINERAL WATER 1.5LT
0110002992018;SPRING ROLL
0110002992018;1/6 DUCK
0110002992018;SHRIMP FRIED RICE
0110002992018;MIXED PLATTER SUSHI
0110002992018;MIX VEG OYSTER
0110002992018;MINERAL WATER 1.5LT
0110002992018;COKE ZERO
0110002992018;COKE ZERO
0110003002018;BUTTER CHICKEN
0110003002018;MALAI MANGO CHICK
0110003002018;CHICK TIKKA MASALA
0110003002018;JUNGLEE MANS
0110003002018;JIRA PULAO
0110003002018;STEAMED RICE IND
0110003002018;NAAN
0110003002018;ROTI
0110003002018;COKE
0110003002018;IMPORTED BEER 33CL
0110003002018;ICE CREAM
0110003002018;ENGLISH TEA
0110003012018;HOT AND SOUR SOUP
0110003012018;NOODLES MUSHROOM SOUP
0110003012018;CHICKEN MIXED VEGETABLES
0110003012018; WITH BEEF
0110003012018;SHRIMP FRIED RICE
0110003012018;MIX VEG OYSTER
0110003012018;MINERAL WATER 1.5LT
0110003012018;KEO
0110003012018;CARLSBERG 33CL
0110003022018;SWEETCORN SOUP
0110003022018; WITH SHRIMP
0110003022018;DRAGON MAKI
0110003022018;SALMON MAKI
0110003022018;FUTO MAKI
0110003022018;MIXED PLATTER SUSHI
0110003022018;MINERAL WATER 1.5LT
0110003022018;SPIRITS 5CL
0110003032018;SESAME PRAWNS
0110003032018;1/6 DUCK
0110003032018;SWEET SOUR CHICKEN
0110003032018;PORK WITH GINGER
0110003032018;EGG FRIED RICE
0110003032018;MINERAL WATER 1.5LT
0110003032018;GLASS WHITE WINE
0110003042018;SPRING ROLL
0110003042018;1/6 DUCK
0110003042018;SWEET SOUR CHICKEN
0110003042018;BEEF BBS
0110003042018;NOODLES WITH MEAT
0110003042018; NO MEAT
0110003042018;MINERAL WATER 1.5LT
0110003042018;LEVANDA ROSE
0110003052018;1/4 DUCK
0110003052018;CUCUMBER MAKI
0110003052018;AVOCADO MAKI
0110003052018;SALMON MAKI
0110003052018;MIXED PLATTER SUSHI
0110003052018;MINERAL WATER 1.5LT
0110003052018;COKE
0110003052018;SPRITE
0110003062018;VLASSIDES SHIRAZ
0110003062018;GLASS WHITE WINE
0110003062018;MINERAL WATER 1.5LT
0110003062018;SAMOSA
0110003062018;BUTTER CHICKEN
0110003062018;PANEER MAKHNI
0110003062018;CHICK TIKKA MASALA
0110003062018;CHICK KORMA KASHMIRI
0110003062018;ALOO BAINGAN
0110003062018;JIRA PULAO
0110003062018;NAAN
0110003062018;ROTI
0110003062018;GLASS WHITE WINE
0110003062018;VLASSIDES SHIRAZ
0110003062018;GLASS WHITE WINE
0110003072018;SPRING ROLL
0110003072018;SWEET SOUR CHICKEN
0110003072018;CHICKEN MIXED VEGETABLES
0110003072018; WITH CHICKEN
0110003072018;BEEF BBS
0110003072018;BEEF PEPPER SAUCE
0110003072018;NOODLES WITH MEAT
0110003072018; NO MEAT
0110003072018;LEMON CHICKEN
0110003072018;EGG FRIED RICE
0110003072018;VEG RICE
0110003072018;MINERAL WATER 1.5LT
0110003072018;DIET COKE
0110003072018;FANTA
0110003072018;GLASS RED WINE
0110003072018;GLASS RED WINE
0110003082018;CHICKEN TIKKA
0110003082018;YELLOW DAL DHABA
0110003082018;NAAN
0110003082018;CHINESE BEER 33CL
0110003092018;SPRING ROLL
0110003092018;SWEET SOUR PORK
0110003092018;NOODLES BEAN SPROUTS
0110003092018;EGG FRIED RICE
0110003092018;MINERAL WATER 1.5LT
0110003092018;MATEUS 37.5CL
0110003102018;1/6 DUCK
0110003102018;SESAME PRAWNS
0110003102018;SALT PEPPER SQUID
0110003102018;SWEET SOUR CHICKEN
0110003102018;EGG FRIED RICE
0110003102018;MINERAL WATER 1.5LT
0110003102018;GLASS WHITE WINE
0110003102018;COFFEE COMPLIMENTARY
0110003112018;SPRING ROLL
0110003112018;SESAME PRAWNS
0110003112018;1/6 DUCK
0110003112018;FRIED SHREDDED BEEF
0110003112018;BEEF BBS
0110003112018;EGG FRIED RICE
0110003112018;PRAWNS OYSTER SAUCE
0110003112018;GLASS WHITE WINE
0110003112018;MINERAL WATER 1.5LT
0110003122018;MINERAL WATER 1.5LT
0110003122018;1/6 DUCK
0110003122018;CALIFORNIA MAKI
0110003122018;SWEET SOUR PORK
0110003122018;EGG FRIED RICE
0110003122018;MATEUS 37.5CL
0110003132018;MINERAL WATER 1.5LT
0110003132018;7UP
0110003132018;7UP
0110003132018;SPRING ROLL
0110003132018;1/4 DUCK
0110003132018;NOODLES WITH MEAT
0110003132018;BEEF BBS
0110003132018;SWEET SOUR CHICKEN
0110003132018;EGG FRIED RICE
0110003142018;ONION BADJI
0110003142018;PALAK PANEER
0110003142018;PRAWNS WITH GINGER
0110003142018;STEAMED RICE
0110003142018;MINERAL WATER 1.5LT
0110003142018;NOODLES BEAN SPROUTS
0110003142018;KEO
0110003152018;SPRING ROLL
0110003152018;1/6 DUCK
0110003152018;LEMON CHICKEN
0110003152018;NOODLES WITH MEAT
0110003152018; NO MEAT
0110003152018;MINERAL WATER 1.5LT
0110003152018;GLASS WHITE WINE
0110003162018;SWEETCORN SOUP
0110003162018;SPRING ROLL
0110003162018;SWEET SOUR CHICKEN
0110003162018;VEG RICE
0110003162018;MINERAL WATER 1.5LT
0110003162018;AG. ANDRONIKOS 37.5CL WHITE
0110003162018;CHICKEN CANTONESE STYLE
0110003172018;DRAGON MAKI
0110003172018;CROUCHING TIGER
0110003172018;VOLCANO MAKI
0110003172018;KEO
0110003182018;MINERAL WATER 1.5LT
0110003182018;FRASCATI DI PAPA WHITE
0110003182018;HOT AND SOUR SOUP
0110003182018;SPRING ROLL
0110003182018;1/4 DUCK
0110003182018;SWEET SOUR CHICKEN
0110003182018;LEMON CHICKEN
0110003182018;BEEF BBS
0110003182018;MIX VEG
0110003182018;EGG FRIED RICE
0110003182018;NOODLES BEAN SPROUTS
0110003182018;PERRIER
0110003182018;TOFFEE BANANA COMPLEMENTARY
0110003192018;MINERAL WATER 1.5LT
0110003192018;APPLE JUICE
0110003192018;SPRING ROLL
0110003192018;SESAME PRAWNS
0110003192018;CALIFORNIA MAKI
0110003192018;1/2 DUCK
0110003192018;FORTUNE PORK
0110003192018;SWEET SOUR CHICKEN
0110003192018;BEEF OYSTER SAUCE
0110003192018;BABY PORK
0110003192018;MALAI MANGO CHICK
0110003192018;VEG RICE
0110003192018;MINERAL WATER 1.5LT
0110003192018;COKE
0110003192018;COKE ZERO
0110003192018;APPLE JUICE
0110003192018;ORANGE JUICE
0110003192018;TOFFEE BANANA COMPLEMENTARY
0110003202018;SWEETCORN SOUP
0110003202018;1/2 DUCK
0110003202018;FRIED SHREDDED BEEF
0110003202018;SWEET SOUR PORK
0110003202018;BEEF BBS
0110003202018;BABY PORK
0110003202018;TIN JIAN STYLE CHICKEN
0110003202018;CHICKEN CASHEW NUTS
0110003202018;SPECIAL MONTPARNASSE RICE
0110003202018;MINERAL WATER 1.5LT
0110003202018;MATEUS ROSE
0110003202018;MATEUS ROSE
0110003202018;MATEUS ROSE
0110003212018;TEMPURA MAKI
0110003212018;PHILADELPHIA MAKI
0110003212018;SPRING ROLL
0110003212018;FRIED SHREDDED BEEF
0110003212018;1/4 DUCK
0110003212018;BEEF BBS
0110003212018;LEMON CHICKEN
0110003212018;SWEET SOUR CHICKEN
0110003212018;EGG FRIED RICE
0110003212018;MINERAL WATER 1.5LT
0110003212018;FRIED SHREDDED BEEF
0110003222018;SALT PEPPER SQUID
0110003222018;1/6 DUCK
0110003222018;TANDOORI TRILOGY
0110003222018;SWEET SOUR PORK
0110003222018;EGG FRIED RICE
0110003222018;MINERAL WATER 1.5LT
0110003222018;VASSILIKON XYNISTERI
0110003232018;SPRING ROLL
0110003232018;1/4 DUCK
0110003232018;EGG FRIED RICE
0110003232018;SWEET SOUR CHICKEN
0110003232018;BEEF BBS
0110003232018;BABY PORK
0110003232018;PRAWNS MIXED VEG
0110003232018;COKE ZERO
0110003232018;SPRITE
0110003232018;PETRITIS KYPEROUNDA
0110003232018;MINERAL WATER 1.5LT
0110003232018;TOFFEE BANANA COMPLEMENTARY
0110003242018;BEEF BBS
0110003242018;EGG FRIED RICE
0110003242018;TANDOORI TILL JHEENGA
0110003242018;PALAK PANEER
0110003242018;MINERAL WATER 1.5LT
0110003242018;COKE
